"Variable","Year","Raw_code","Raw_label","N","Response_class"
"VCF0879a",2016,8,"8. DK",13,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2016,9,"9. NA; no Post IW",636,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2020,1,"1. Increased",2236,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2020,3,"3. Same as now",3077,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2020,5,"5. Decreased",2037,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2020,8,"8. DK",4,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2020,9,"9. NA; no Post IW",926,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2024,1,"1. Increased",901,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2024,3,"3. Same as now",1832,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2024,5,"5. Decreased",2165,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2024,8,"8. DK",11,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0879a",2024,9,"9. NA; no Post IW",612,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,-9,"-9. RF; NA; Inap, no Post data",148,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,-8,"-8. DK",5,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,1,"1. Extremely likely",206,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,2,"2. Very likely",258,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,3,"3. Somewhat likely",438,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2004,4,"4. Not at all likely",157,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,-9,"-9. RF; NA; Inap, no Post data",222,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,-8,"-8. DK",18,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,1,"1. Extremely likely",426,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,2,"2. Very likely",518,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,3,"3. Somewhat likely",807,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2008,4,"4. Not at all likely",331,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,-9,"-9. RF; NA; Inap, no Post data",435,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,-8,"-8. DK",28,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,1,"1. Extremely likely",1025,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,2,"2. Very likely",1060,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,3,"3. Somewhat likely",2310,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2012,4,"4. Not at all likely",1056,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,-9,"-9. RF; NA; Inap, no Post data",636,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,-8,"-8. DK",5,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,1,"1. Extremely likely",553,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,2,"2. Very likely",737,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,3,"3. Somewhat likely",1474,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2016,4,"4. Not at all likely",865,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,-9,"-9. RF; NA; Inap, no Post data",890,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,-8,"-8. DK",1,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,1,"1. Extremely likely",605,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,2,"2. Very likely",1182,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,3,"3. Somewhat likely",2941,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2020,4,"4. Not at all likely",2661,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,-9,"-9. RF; NA; Inap, no Post data",553,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,-8,"-8. DK",1,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,-1,"UNLABELLED_IN_DTA",245,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,1,"1. Extremely likely",702,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,2,"2. Very likely",801,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,3,"3. Somewhat likely",1550,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF9223",2024,4,"4. Not at all likely",1669,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,0,"0. DK; NA; other; refused to answer; no Pre IW",17,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,1,"1. Strong Democrat",203,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,2,"2. Weak Democrat",178,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,3,"3. Independent - Democrat",210,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,4,"4. Independent - Independent",121,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,5,"5. Independent - Republican",138,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,6,"6. Weak Republican",152,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2004,7,"7. Strong Republican",193,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,0,"0. DK; NA; other; refused to answer; no Pre IW",40,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,1,"1. Strong Democrat",580,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,2,"2. Weak Democrat",393,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,3,"3. Independent - Democrat",392,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,4,"4. Independent - Independent",264,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,5,"5. Independent - Republican",223,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,6,"6. Weak Republican",200,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2008,7,"7. Strong Republican",230,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,0,"0. DK; NA; other; refused to answer; no Pre IW",24,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,1,"1. Strong Democrat",1485,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,2,"2. Weak Democrat",871,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,3,"3. Independent - Democrat",747,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,4,"4. Independent - Independent",792,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,5,"5. Independent - Republican",610,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,6,"6. Weak Republican",623,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2012,7,"7. Strong Republican",762,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,0,"0. DK; NA; other; refused to answer; no Pre IW",23,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,1,"1. Strong Democrat",890,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,2,"2. Weak Democrat",559,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,3,"3. Independent - Democrat",490,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,4,"4. Independent - Independent",579,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,5,"5. Independent - Republican",500,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,6,"6. Weak Republican",508,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2016,7,"7. Strong Republican",721,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,0,"0. DK; NA; other; refused to answer; no Pre IW",35,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,1,"1. Strong Democrat",1961,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,2,"2. Weak Democrat",900,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,3,"3. Independent - Democrat",975,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,4,"4. Independent - Independent",968,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,5,"5. Independent - Republican",879,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,6,"6. Weak Republican",832,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2020,7,"7. Strong Republican",1730,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,0,"0. DK; NA; other; refused to answer; no Pre IW",38,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,1,"1. Strong Democrat",1314,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,2,"2. Weak Democrat",616,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,3,"3. Independent - Democrat",714,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,4,"4. Independent - Independent",380,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,5,"5. Independent - Republican",716,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,6,"6. Weak Republican",577,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0301",2024,7,"7. Strong Republican",1166,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,0,"0. NA; no Post IW; form III,IV (1972); R not",1,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,1,"1. Extremely liberal",27,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,2,"2. Liberal",112,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,3,"3. Slightly liberal",102,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,4,"4. Moderate, middle of the road",297,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,5,"5. Slightly conservative",145,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,6,"6. Conservative",201,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,7,"7. Extremely conservative",36,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2004,9,"9. DK; haven't thought much about it",291,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,0,"0. NA; no Post IW; form III,IV (1972); R not",4,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,1,"1. Extremely liberal",70,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,2,"2. Liberal",230,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,3,"3. Slightly liberal",188,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,4,"4. Moderate, middle of the road",514,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,5,"5. Slightly conservative",238,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,6,"6. Conservative",311,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,7,"7. Extremely conservative",75,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2008,9,"9. DK; haven't thought much about it",692,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,0,"0. NA; no Post IW; form III,IV (1972); R not",32,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,1,"1. Extremely liberal",195,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,2,"2. Liberal",638,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,3,"3. Slightly liberal",641,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,4,"4. Moderate, middle of the road",1828,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,5,"5. Slightly conservative",789,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,6,"6. Conservative",1001,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,7,"7. Extremely conservative",208,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2012,9,"9. DK; haven't thought much about it",582,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,1,"1. Extremely liberal",146,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,2,"2. Liberal",506,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,3,"3. Slightly liberal",380,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,4,"4. Moderate, middle of the road",894,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,5,"5. Slightly conservative",508,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,6,"6. Conservative",703,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,7,"7. Extremely conservative",166,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2016,9,"9. DK; haven't thought much about it",967,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,0,"0. NA; no Post IW; form III,IV (1972); R not",21,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,1,"1. Extremely liberal",369,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,2,"2. Liberal",1210,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,3,"3. Slightly liberal",918,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,4,"4. Moderate, middle of the road",1818,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,5,"5. Slightly conservative",821,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,6,"6. Conservative",1492,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,7,"7. Extremely conservative",428,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2020,9,"9. DK; haven't thought much about it",1203,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,0,"0. NA; no Post IW; form III,IV (1972); R not",70,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,1,"1. Extremely liberal",250,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,2,"2. Liberal",819,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,3,"3. Slightly liberal",543,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,4,"4. Moderate, middle of the road",1187,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,5,"5. Slightly conservative",594,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,6,"6. Conservative",1030,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,7,"7. Extremely conservative",309,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0803",2024,9,"9. DK; haven't thought much about it",719,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2004,0,"0. NA; no Post IW; abbrev. telephone IW (1984, see",9,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2004,1,"1. Yes, important",931,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2004,2,"2. Little to no importance",272,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2008,0,"0. NA; no Post IW; abbrev. telephone IW (1984, see",8,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2008,1,"1. Yes, important",1744,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2008,2,"2. Little to no importance",565,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2008,8,"8. DK",5,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2012,0,"0. NA; no Post IW; abbrev. telephone IW (1984, see",21,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2012,1,"1. Yes, important",4103,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2012,2,"2. Little to no importance",1779,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2012,8,"8. DK",11,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2016,0,"0. NA; no Post IW; abbrev. telephone IW (1984, see",21,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2016,1,"1. Yes, important",2781,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2016,2,"2. Little to no importance",1462,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2016,8,"8. DK",6,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2020,1,"1. Yes, important",5458,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2020,2,"2. Little to no importance",2791,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2020,8,"8. DK",31,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2024,0,"0. NA; no Post IW; abbrev. telephone IW (1984, see",26,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2024,1,"1. Yes, important",3627,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2024,2,"2. Little to no importance",1867,"IN_SPECIFIED_SUBSTANTIVE_SCALE"
"VCF0846",2024,8,"8. DK",1,"OUTSIDE_SPECIFIED_SUBSTANTIVE_SCALE"
